timestamp,hour_of_day,day_of_week,month,shift_type,shift_elapsed_min,machine_id,machine_type,operator_id,engine_hours,ambient_temp_c,weather,speed_kmh,rpm,engine_temp_c,fuel_level_pct,idle_pct,working_fuel_rate_lph,idle_fuel_rate_lph,blended_fuel_rate_lph,speed_variance,acceleration_events,worker_distance_m,seatbelt_status,safety_alert,risk_level,anomaly_type,anomaly_label
06:46:00,6,0,3,day,46,DZR004,Dozer,OP1035,1375.7,33.5,Sunny,5.77,1398,93.9,84.1,50.5,14.58,2.56,8.51,0.45,2,24.3,Fastened,FALSE,LOW,normal,1
06:48:00,6,0,3,day,48,DZR004,Dozer,OP1035,1375.7,33.5,Sunny,4.9,1567,87.5,84.1,57,11.44,3.63,6.99,0.99,2,19.1,Fastened,FALSE,LOW,normal,1
06:50:00,6,0,3,day,50,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,6.09,1407,87,84,49.6,12.38,2.75,7.6,0.84,3,6.3,Fastened,FALSE,MEDIUM,normal,1
06:52:00,6,0,3,day,52,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,5.76,1047,89.1,83.9,41.1,11.17,2.81,7.73,0.68,0,34.6,Fastened,FALSE,LOW,normal,1
06:54:00,6,0,3,day,54,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,6.06,1365,86.7,83.9,44.1,13.24,3.06,8.75,0.65,3,27.9,Fastened,FALSE,LOW,normal,1
06:56:00,6,0,3,day,56,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,7.8,1446,84.8,83.8,53,11.08,3.89,7.27,0.59,4,9.1,Fastened,FALSE,LOW,normal,1
06:58:00,6,0,3,day,58,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,3.9,1404,88.8,83.7,49.1,12.97,2.82,7.99,1.18,4,18.7,Fastened,FALSE,LOW,normal,1
07:00:00,7,0,3,day,60,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,6.89,1723,78.4,83.7,39.4,9.87,2.93,7.14,0.59,4,14.2,Fastened,FALSE,LOW,normal,1
07:02:00,7,0,3,day,62,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,4.06,1123,87.2,83.6,51.8,10.69,2.99,6.7,0.78,4,10,Fastened,FALSE,LOW,normal,1
07:04:00,7,0,3,day,64,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,4.67,1093,84.3,83.5,46.6,11.64,3.48,7.84,0.62,4,14.4,Fastened,FALSE,LOW,normal,1
07:06:00,7,0,3,day,66,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,5.54,1980,80.9,83.4,44.6,16.56,2.17,10.14,0.42,3,30.4,Fastened,FALSE,LOW,normal,1
07:08:00,7,0,3,day,68,DZR004,Dozer,OP1035,1375.8,33.5,Sunny,7.02,2006,87.1,83.4,46.2,12.65,3.68,8.51,0.53,4,18.6,Fastened,FALSE,LOW,normal,1
07:10:00,7,0,3,day,70,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,4.02,1454,89.7,83.3,34.3,8.07,1.9,5.95,1.34,3,12.7,Fastened,FALSE,LOW,normal,1
07:12:00,7,0,3,day,72,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,5.68,1599,92,83.2,52.1,12.01,3.99,7.83,0.19,3,14.4,Fastened,FALSE,LOW,normal,1
07:14:00,7,0,3,day,74,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,4.94,1723,88.4,83.1,43.9,13.38,3.87,9.21,1.66,4,9.3,Fastened,FALSE,LOW,normal,1
07:16:00,7,0,3,day,76,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,4.37,1741,88,83.1,58.2,14.63,3.77,8.31,0.05,0,19.3,Fastened,FALSE,LOW,normal,1
07:18:00,7,0,3,day,78,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,7.21,2075,85,83,53.8,14.7,3.18,8.5,0.51,0,3.3,Fastened,FALSE,MEDIUM,normal,1
07:20:00,7,0,3,day,80,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,5.78,1124,86.9,82.9,45.6,13.73,3.42,9.03,0.63,0,15.8,Fastened,FALSE,LOW,normal,1
07:22:00,7,0,3,day,82,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,6.73,1154,83.6,82.9,56.8,9.75,3.71,6.32,0.7,0,11.3,Fastened,FALSE,LOW,normal,1
07:24:00,7,0,3,day,84,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,4.6,1334,89.7,82.8,60,10.7,2.98,6.07,0.93,3,9.1,Fastened,FALSE,LOW,normal,1
07:26:00,7,0,3,day,86,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,7.17,1775,86.2,82.7,42.2,11.98,2.04,7.79,0.4,0,16.4,Fastened,FALSE,LOW,normal,1
07:28:00,7,0,3,day,88,DZR004,Dozer,OP1035,1375.9,33.5,Sunny,5.95,1679,86.4,82.7,60,9.64,3.06,5.69,0.28,2,21.3,Fastened,FALSE,LOW,normal,1
07:30:00,7,0,3,day,90,DZR004,Dozer,OP1035,1376,33.5,Sunny,9.58,1424,94.8,82.6,45.8,12.48,3.1,8.18,0.87,4,16.5,Fastened,FALSE,LOW,normal,1
07:32:00,7,0,3,day,92,DZR004,Dozer,OP1035,1376,33.5,Sunny,5.65,1863,86.9,82.5,41.6,9.01,3.64,6.78,0.98,3,19.7,Fastened,FALSE,LOW,normal,1
07:34:00,7,0,3,day,94,DZR004,Dozer,OP1035,1376,33.5,Sunny,5.04,1118,87.9,82.5,39.6,12.01,3.52,8.65,0.42,2,26.8,Fastened,FALSE,LOW,normal,1
07:36:00,7,0,3,day,96,DZR004,Dozer,OP1035,1376,33.5,Sunny,5.14,1569,91.6,82.4,48.1,15.84,3.44,9.88,1.09,2,4.1,Fastened,FALSE,MEDIUM,normal,1
07:38:00,7,0,3,day,98,DZR004,Dozer,OP1035,1376,33.5,Sunny,7.74,1535,85.4,82.3,59.1,12.67,2.63,6.74,1.03,1,26.7,Unfastened,TRUE,LOW,normal,1
07:40:00,7,0,3,day,100,DZR004,Dozer,OP1035,1376,33.5,Sunny,4.29,1667,90.2,82.3,49.7,10.28,3.7,7.01,0.73,2,7.6,Fastened,FALSE,MEDIUM,normal,1
07:42:00,7,0,3,day,102,DZR004,Dozer,OP1035,1376,33.5,Sunny,5.76,2154,83.7,82.2,43.1,16.68,1.74,10.24,0.34,1,18.7,Fastened,FALSE,LOW,normal,1
07:44:00,7,0,3,day,104,DZR004,Dozer,OP1035,1376,33.5,Sunny,2.84,1644,90.1,82.1,51.1,13.13,2.79,7.85,0.86,3,18.4,Fastened,FALSE,LOW,normal,1
07:46:00,7,0,3,day,106,DZR004,Dozer,OP1035,1376,33.5,Sunny,3.55,1666,86.8,82,40.6,10.6,2.05,7.13,0.06,2,14.4,Fastened,FALSE,LOW,normal,1
07:48:00,7,0,3,day,108,DZR004,Dozer,OP1035,1376,33.5,Sunny,5.87,1614,86.8,82,47.5,11.87,3.6,7.94,0.24,4,13.9,Fastened,FALSE,LOW,normal,1
07:50:00,7,0,3,day,110,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,8.79,1694,89.3,81.9,46.1,11.62,4.7,8.43,0.86,3,6.7,Fastened,FALSE,MEDIUM,normal,1
07:52:00,7,0,3,day,112,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,6.54,1844,81.2,81.8,41.5,12.73,2.23,8.37,0.64,1,20.4,Fastened,FALSE,LOW,normal,1
07:54:00,7,0,3,day,114,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,5.92,1406,88,81.7,33.9,8,3.48,6.47,0.45,3,28.3,Fastened,FALSE,LOW,normal,1
07:56:00,7,0,3,day,116,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,4.11,1433,88.9,81.7,46.8,13.44,2.94,8.53,0.27,4,17.8,Unfastened,TRUE,LOW,normal,1
07:58:00,7,0,3,day,118,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,5.27,1673,81.9,81.6,58.9,13.57,3,7.34,1.07,3,15.7,Fastened,FALSE,LOW,normal,1
08:00:00,8,0,3,day,120,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,2.57,1466,81.6,81.5,46.5,12.14,2.63,7.72,0.45,2,21.3,Fastened,FALSE,LOW,normal,1
08:02:00,8,0,3,day,122,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,3.15,1632,85.2,81.5,40.7,12.04,3.15,8.42,0.98,3,14.6,Fastened,FALSE,LOW,normal,1
08:04:00,8,0,3,day,124,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,5.44,1644,87.4,81.4,44.1,10.46,2.64,7.01,0.73,3,14.4,Fastened,FALSE,LOW,normal,1
08:06:00,8,0,3,day,126,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,5.38,1335,91.9,81.3,34.8,12.68,2.74,9.22,0.47,3,17.1,Unfastened,TRUE,LOW,normal,1
08:08:00,8,0,3,day,128,DZR004,Dozer,OP1035,1376.1,33.5,Sunny,7.96,1649,85.2,81.3,48.8,10.55,2.27,6.51,0.63,4,22.6,Unfastened,TRUE,LOW,normal,1
08:10:00,8,0,3,day,130,DZR004,Dozer,OP1035,1376.2,33.5,Sunny,7.07,1307,85.2,81.2,49,11.48,2.81,7.23,1.06,3,15.3,Fastened,FALSE,LOW,normal,1
08:12:00,8,0,3,day,132,DZR004,Dozer,OP1035,1376.2,33.5,Sunny,6.13,1343,87.3,81.1,36.2,10.36,3.34,7.82,0.53,3,7.8,Fastened,FALSE,MEDIUM,normal,1
08:14:00,8,0,3,day,134,DZR004,Dozer,OP1035,1376.2,33.5,Sunny,6.92,1291,85.4,81,35.1,12.35,2.43,8.87,0.91,1,9.2,Fastened,FALSE,LOW,normal,1
08:16:00,8,0,3,day,136,DZR004,Dozer,OP1035,1376.2,33.5,Sunny,8.38,1045,83.6,81,44.7,14.04,3.54,9.35,0.56,1,16.9,Fastened,FALSE,LOW,normal,1
08:18:00,8,0,3,day,138,DZR004,Dozer,OP1035,1376.2,33.5,Sunny,4.94,1123,88.9,80.9,45.3,14.55,2.38,9.04,1.01,0,22.3,Fastened,FALSE,LOW,normal,1
08:20:00,8,0,3,day,140,DZR004,Dozer,OP1035,1376.2,33.5,Sunny,7.41,1690,94,80.8,46.2,12.69,3.49,8.44,0.41,2,27.1,Fastened,FALSE,LOW,normal,1
08:22:00,8,0,3,day,142,DZR004,Dozer,OP1035,1376.2,33.5,Sunny,6.06,1774,86.2,80.7,37.9,11.64,3.09,8.4,0.74,4,22.3,Fastened,FALSE,LOW,normal,1
08:24:00,8,0,3,day,144,DZR004,Dozer,OP1035,1376.2,33.5,Sunny,4.68,1016,87.5,80.6,51.7,15.84,2.86,9.13,0.66,2,23.6,Fastened,FALSE,LOW,normal,1
08:26:00,8,0,3,day,146,DZR004,Dozer,OP1035,1376.2,33.5,Sunny,9.11,1178,87.5,80.6,53.8,13.41,2.99,7.8,0.82,1,20.5,Fastened,FALSE,LOW,normal,1
08:28:00,8,0,3,day,148,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,6.34,1094,83.5,80.5,32.8,11.05,2.56,8.27,0.56,1,14.5,Unfastened,TRUE,LOW,normal,1
08:30:00,8,0,3,day,150,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,3.58,934,89.6,80.4,53.7,16.69,2.93,9.3,0.72,1,26.7,Unfastened,TRUE,LOW,normal,1
08:32:00,8,0,3,day,152,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,3.95,1813,84.5,80.4,38.4,8.09,2.38,5.9,0.1,0,26.7,Fastened,FALSE,LOW,normal,1
08:34:00,8,0,3,day,154,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,7.14,1747,90.3,80.3,37.1,13.28,4.12,9.88,0.68,3,24.7,Unfastened,TRUE,LOW,normal,1
08:36:00,8,0,3,day,156,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,3.48,1507,83.9,80.2,37.4,11.29,3.82,8.5,0.47,0,27.9,Fastened,FALSE,LOW,normal,1
08:38:00,8,0,3,day,158,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,6.35,2110,86,80.1,33.7,12.35,2.02,8.87,0.4,2,20.7,Unfastened,TRUE,LOW,normal,1
08:40:00,8,0,3,day,160,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,5.82,1583,84.6,80,48.7,13.7,2.54,8.27,1.09,3,22.4,Fastened,FALSE,LOW,normal,1
08:42:00,8,0,3,day,162,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,4.92,1242,86.7,80,47.6,14.29,2.66,8.75,0.29,1,19.8,Fastened,FALSE,LOW,normal,1
08:44:00,8,0,3,day,164,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,6.98,1181,86.4,79.9,42,10.12,2.57,6.95,0.35,3,19.8,Fastened,FALSE,LOW,normal,1
08:46:00,8,0,3,day,166,DZR004,Dozer,OP1035,1376.3,33.5,Sunny,4.64,1805,89.3,79.8,44.2,8,3.34,5.94,0.39,2,28.2,Fastened,FALSE,LOW,normal,1
08:48:00,8,0,3,day,168,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,4.84,1379,90.8,79.8,39.6,10.73,3.5,7.87,1.63,0,5.5,Fastened,FALSE,MEDIUM,normal,1
08:50:00,8,0,3,day,170,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,2.89,1716,85.7,79.7,39.3,12.55,3.15,8.86,0.77,3,15.5,Fastened,FALSE,LOW,normal,1
08:52:00,8,0,3,day,172,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,5.81,1543,89.9,79.6,50.1,12.86,2.97,7.91,0.68,1,1.5,Fastened,TRUE,HIGH,normal,1
08:54:00,8,0,3,day,174,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,4.62,1504,84.1,79.5,44.8,11.07,3.78,7.8,1.07,3,11.3,Fastened,FALSE,LOW,normal,1
08:56:00,8,0,3,day,176,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,3.62,1855,84,79.5,34.9,12.05,2.95,8.87,0.74,1,19.6,Fastened,FALSE,LOW,normal,1
08:58:00,8,0,3,day,178,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,6.73,1368,84.1,79.4,58.8,13.64,2.71,7.21,0.72,4,13.9,Fastened,FALSE,LOW,normal,1
09:00:00,9,0,3,day,180,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,6.43,1696,82,79.3,52.4,12.57,2.72,7.41,0.58,0,10.1,Unfastened,TRUE,LOW,normal,1
09:02:00,9,0,3,day,182,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,6.36,1666,83.5,79.3,42.7,12.4,3.17,8.46,0.64,0,13.1,Fastened,FALSE,LOW,normal,1
09:04:00,9,0,3,day,184,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,4.13,1383,88.9,79.2,54.5,15.31,3.17,8.69,0.57,3,14.6,Fastened,FALSE,LOW,normal,1
09:06:00,9,0,3,day,186,DZR004,Dozer,OP1035,1376.4,33.5,Sunny,3.9,1446,88.5,79.1,40.5,14.1,2.94,9.58,0.27,4,5.2,Fastened,FALSE,MEDIUM,normal,1
09:08:00,9,0,3,day,188,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,4.75,1314,89.2,79,53.9,13.2,3.1,7.76,0.92,1,5.7,Unfastened,TRUE,MEDIUM,normal,1
09:10:00,9,0,3,day,190,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,6.15,1717,89.5,79,52.5,11.74,3,7.15,0.97,1,20.3,Fastened,FALSE,LOW,normal,1
09:12:00,9,0,3,day,192,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,8.65,1860,84.5,78.9,40.5,11.93,2.92,8.28,0.46,0,24.8,Fastened,FALSE,LOW,normal,1
09:14:00,9,0,3,day,194,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,7.02,1354,86.6,78.8,50.5,8.06,3.18,5.6,1.02,0,6.9,Fastened,FALSE,MEDIUM,normal,1
09:16:00,9,0,3,day,196,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,4.2,1734,87.4,78.8,46.7,11.15,3.22,7.45,0.68,1,26.3,Unfastened,TRUE,LOW,normal,1
09:18:00,9,0,3,day,198,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,6.27,1459,89.2,78.7,60,15.22,3.15,7.98,0.32,1,20.2,Fastened,FALSE,LOW,normal,1
09:20:00,9,0,3,day,200,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,5.96,1914,90.3,78.6,54.2,11.59,3.63,7.28,0.1,3,16.7,Fastened,FALSE,LOW,normal,1
09:22:00,9,0,3,day,202,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,3.77,2132,88.3,78.5,43,14.19,3.41,9.55,0.47,3,16.1,Fastened,FALSE,LOW,normal,1
09:24:00,9,0,3,day,204,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,3.81,1539,88.4,78.5,46.5,12.77,2.32,7.91,0.82,2,9.3,Fastened,FALSE,LOW,normal,1
09:26:00,9,0,3,day,206,DZR004,Dozer,OP1035,1376.5,33.5,Sunny,5.01,1915,91.3,78.4,52.7,12.64,3.43,7.79,0.56,3,18.2,Fastened,FALSE,LOW,normal,1
09:28:00,9,0,3,day,208,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,9.05,1275,91.9,78.3,38.7,14.47,2.41,9.8,0.52,2,27.1,Fastened,FALSE,LOW,normal,1
09:30:00,9,0,3,day,210,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,6.04,1395,88.3,78.3,35.3,9.12,3.05,6.98,0.94,4,16.7,Fastened,FALSE,LOW,normal,1
09:32:00,9,0,3,day,212,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,4.31,1196,86.4,78.2,50.7,11.52,2.34,6.87,0.52,4,14,Fastened,FALSE,LOW,normal,1
09:34:00,9,0,3,day,214,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,4.02,1299,83.4,78.1,50,10.82,2.14,6.48,0.62,2,22.4,Fastened,FALSE,LOW,normal,1
09:36:00,9,0,3,day,216,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,7.46,1829,88.9,78.1,39.3,12.81,3.11,9,0.51,3,17.2,Fastened,FALSE,LOW,normal,1
09:38:00,9,0,3,day,218,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,4.75,1102,89.7,78,44.3,13.46,3.36,8.99,0.51,4,20.4,Unfastened,TRUE,LOW,normal,1
09:40:00,9,0,3,day,220,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,6.85,1370,84.8,77.9,50,11.31,3,7.16,0.76,1,30.4,Fastened,FALSE,LOW,normal,1
09:42:00,9,0,3,day,222,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,6.61,1570,87,77.8,49,12.1,3.43,7.85,1.01,0,16.2,Fastened,FALSE,LOW,normal,1
09:44:00,9,0,3,day,224,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,2.41,1576,87.2,77.8,54.3,13.25,2.14,7.22,0.48,4,4.7,Fastened,FALSE,MEDIUM,normal,1
09:46:00,9,0,3,day,226,DZR004,Dozer,OP1035,1376.6,33.5,Sunny,5.89,913,83.2,77.7,50.6,14.16,3.77,8.9,0.47,3,16.7,Fastened,FALSE,LOW,normal,1
09:48:00,9,0,3,day,228,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,6.11,1536,90.8,77.6,45.2,10.71,3.82,7.6,0.73,0,21.7,Fastened,FALSE,LOW,normal,1
09:50:00,9,0,3,day,230,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,6.08,1328,80.6,77.6,60,10.45,2.31,5.57,0.31,3,0.5,Fastened,TRUE,HIGH,normal,1
09:52:00,9,0,3,day,232,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,2.64,1591,85.7,77.5,43.2,12.41,2.7,8.22,0.43,2,24,Fastened,FALSE,LOW,normal,1
09:54:00,9,0,3,day,234,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,3.03,1487,81.9,77.4,45.6,9.46,2.74,6.4,0.49,4,14.4,Fastened,FALSE,LOW,normal,1
09:56:00,9,0,3,day,236,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,5.82,1959,85.8,77.4,36.9,12.98,2.07,8.95,0.34,1,20.1,Fastened,FALSE,LOW,normal,1
09:58:00,9,0,3,day,238,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,4.78,2269,89.3,77.3,55.1,9.49,3.96,6.44,0.99,3,16.1,Fastened,FALSE,LOW,normal,1
10:00:00,10,0,3,day,240,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,6.12,1650,88.6,77.2,41,10.86,3.33,7.77,0.38,2,16.2,Fastened,FALSE,LOW,normal,1
10:02:00,10,0,3,day,242,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,8.15,1245,86.7,77.2,51,11.71,2.74,7.14,0.63,3,18.9,Unfastened,TRUE,LOW,normal,1
10:04:00,10,0,3,day,244,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,6.52,1097,85.2,77.1,47.6,11.35,3.1,7.42,0.7,0,22.2,Fastened,FALSE,LOW,normal,1
10:06:00,10,0,3,day,246,DZR004,Dozer,OP1035,1376.7,33.5,Sunny,9.11,1277,85.1,77,48.2,11.64,2.71,7.34,0.97,4,27,Fastened,FALSE,LOW,normal,1
10:08:00,10,0,3,day,248,DZR004,Dozer,OP1035,1376.8,33.5,Sunny,3.81,1536,89.6,77,38,8.63,3.24,6.58,0.28,1,1.6,Fastened,FALSE,MEDIUM,normal,1
10:10:00,10,0,3,day,250,DZR004,Dozer,OP1035,1376.8,33.5,Sunny,4.96,1670,87.8,76.9,51.7,11.55,3.16,7.21,0.78,1,0.5,Fastened,FALSE,MEDIUM,normal,1
10:12:00,10,0,3,day,252,DZR004,Dozer,OP1035,1376.8,33.5,Sunny,6.39,1358,85.8,76.8,49.5,12.11,3.18,7.69,1.06,4,11,Fastened,FALSE,LOW,normal,1
10:14:00,10,0,3,day,254,DZR004,Dozer,OP1035,1376.8,33.5,Sunny,2.65,1703,87.6,76.8,28.6,12.04,3.59,9.62,0.76,2,11.2,Fastened,FALSE,LOW,normal,1
10:16:00,10,0,3,day,256,DZR004,Dozer,OP1035,1376.8,33.5,Sunny,4.92,1107,89.4,76.7,45.6,9.16,2.53,6.14,0.48,3,20,Unfastened,TRUE,LOW,normal,1
10:18:00,10,0,3,day,258,DZR004,Dozer,OP1035,1376.8,33.5,Sunny,9.73,1679,87.4,76.6,39.2,11.25,3.19,8.09,1.08,4,20,Fastened,FALSE,LOW,normal,1
